Topic,Count,Name,Representation,Representative_Docs
9,82,9_hunian_huniankorbanbencana_memulihkan_terdampak,"['hunian', 'huniankorbanbencana', 'memulihkan', 'terdampak', 'korban', 'warga', 'percepatan', 'pembangunan', 'bencana', 'membahas']","['presiden prabowo kumpulkan menteri untuk membahas percepatan hunian korban bencana sumatera huniankorbanbencana memulihkan warga terdampak', 'presiden dan menteri rapat kabinet untuk fokus membahas percepatan penyediaan hunian bagi korban bencana sumatera huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo perintahkan percepatan hunian korban bencana huniankorbanbencana memulihkan warga terdampak']"
10,67,10_emanglah_radarada_menghabisi_politisi,"['emanglah', 'radarada', 'menghabisi', 'politisi', 'koruptor', 'bukannya', 'nunggu', 'tempat', 'ngapain', 'seharusnya']","['bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua']"
11,66,11_dino_inkompetensi_layaknya_betapa,"['dino', 'inkompetensi', 'layaknya', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
12,65,12_gaza_palestina_israel_hamas,"['gaza', 'palestina', 'israel', 'hamas', 'perdamaian', 'gencatan', 'senjata', 'turki', 'tolak', 'pasukan']","['menlu turkiye hamas tunjukkan niat positif untuk perdamaian gaza permanen israel harus miliki sikap sama', 'menlu ri buka suara soal israel tolak pasukan perdamaian turki di gaza', 'menlu turki hamas siap gencatan senjata permanen di gaza']"
13,64,13_aku_mama_kerja_gua,"['aku', 'mama', 'kerja', 'gua', 'kuliah', 'ayah', 'hidup', 'buat', 'ku', 'ga']","['ternyata ayah kandung aku sejahat itu sama ibu jadi yang bikin aku pengen terus hidup ya ibu karna selama dia hidup aku rasa ibu ga pernah bahagia selalu rasa sakit yang dia terima sepanjang hidupnya ibu aku cuma kerja dan kerja demi aku dan ade i love ibu', 'mama bapak kuliah keluarga setiap cape kerjakuliah selalu keinget perjuangan mama yang mau aku ttp kuliah sampe di smt ini mskpn harus pinjem pinjem uang dlu ke org tp mama gpp asalkan aku kuliah mama selalu bilang jgn dipikirin biar jd urusan mama fokus kuliah aja', 'jujur di situ sedih bgt karna mama berjuang se begitu besarnya tiap malem pusing mikirin biaya kuliah skrg aku udh kerja jd mskpn cape aku selalu inget perjuangan mama sm bpk aku biar aku bisa kuliah jd aku mau bantu lunasin hutang mama yg dipake buat aku kuliah']"
14,64,14_kerja_yu_capek_mulu,"['kerja', 'yu', 'capek', 'mulu', 'rodi', 'dikitdikit', 'bang', 'definisi', 'ntar', 'ya']","['harus kerja ya', 'saatnya kerja kerja kerja', 'kerja']"
15,64,15_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
16,64,16_emanglah_menghabisi_radarada_politisi,"['emanglah', 'menghabisi', 'radarada', 'politisi', 'koruptor', 'bukannya', 'nunggu', 'tempat', 'ngapain', 'seharusnya']","['bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua']"
17,63,17_bapak_tni_kasad_bekerjasama,"['bapak', 'tni', 'kasad', 'bekerjasama', 'beserta', 'tertimpa', 'hormat', 'membahu', 'bahu', 'ad']","['atas perintah bapak presiden tni ad bergerak cepat dalam upaya penanganan serta pemulihan bagi saudara kita yg tertimpa bencana hormat dan bangga bapak kasad tni beserta seluruh jajaran yg bahu membahu dan bekerjasama', 'atas perintah bapak presiden tni ad bergerak cepat dalam upaya penanganan serta pemulihan bagi saudara kita yg tertimpa bencana hormat dan bangga bapak kasad tni beserta seluruh jajaran yg bahu membahu dan bekerjasama', 'atas perintah bapak presiden tni ad bergerak cepat dalam upaya penanganan serta pemulihan bagi saudara kita yg tertimpa bencana hormat dan bangga bapak kasad tni beserta seluruh jajaran yg bahu membahu dan bekerjasama']"
18,63,18_aja_jadi_ga_ganti,"['aja', 'jadi', 'ga', 'ganti', 'presiden', 'kali', 'dong', 'nya', 'jd', 'kapolri']","['wo kalo ga sanggup ngurus aceh lepas aja dan kalo ga sanggup jadi presiden mundur aja', 'kalo bapak gua jadi presiden jg bisa gua ini ngomong kek gini gausah jadi presiden dah masih idup aja udh syukur guaa', 'presiden amp prabowo merupakan hal yg berbeda jd kalo kritik presiden prabowo ya sah aja krn orang nya suka rela nyalon jd presiden justru aneh kali ada orang yg ngefans sama presiden']"
19,59,19_dibandingin_atau_dikomentari_donnie,"['dibandingin', 'atau', 'dikomentari', 'donnie', 'pengamatan', 'syahrir', 'manteman', 'kejauhan', 'malik', 'adam']","['gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman']"
20,59,20_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semoga', 'semangat']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
21,59,21_transportasi_pulihkan_bangkit_pasca,"['transportasi', 'pulihkan', 'bangkit', 'pasca', 'ekonomi', 'infrastruktur', 'pusat', 'akses', 'mobilitas', 'darurat']","['presiden prabowo bahas pemulihan akses darurat prioritas prabowo pulihkan infrastruktur demi mobilitas warga cepat pulih pemerintah pusat pastikan dukungan penuh agar ekonomi dan transportasi segera bangkit pasca bencana kita bangkit bersama', 'presiden prabowo fokus pada pemulihan akses transportasi prabowo pulihkan infrastruktur agar ekonomi warga bangkit pasca bencana', 'presiden prabowo memastikan dukungan penuh pemerintah pusat untuk akses transportasi darurat prabowo pulihkan infrastruktur demi ekonomi rakyat bangkit pasca bencana']"
22,58,22_menlu_nya_gblk_apa,"['menlu', 'nya', 'gblk', 'apa', 'belum', 'min', 'menkeu', 'org', 'kan', 'biar']","['menlu berkata blm perlu wah malulah kaliannn udah separsh apa diaceh ituuu', 'menlu bisa apa', 'menlu nya bisa di aja gak']"
23,54,23_akalakalan_merangkap_dprd_jubir,"['akalakalan', 'merangkap', 'dprd', 'jubir', 'pilkada', 'lewat', 'menlu', 'ketus', 'tampang', 'tedy']","['menlu merangkap jubir akalakalan pilkada lewat dprd', 'menlu merangkap jubir akalakalan pilkada lewat dprd', 'menlu merangkap jubir akalakalan pilkada lewat dprd']"
24,53,24_juga_lu_gak_nyuruh,"['juga', 'lu', 'gak', 'nyuruh', 'masing', 'kayak', 'ya', 'sawit', 'aja', 'teges']","['mengadi negeri gimana lu gak teges pas ada ruu kuhp disahkan lu gak teges pas bencana dan lu juga yang punya lahan sawit dengan luas hektar dan lu presiden dan punya sawit jujur gw takut qrt gini bentar gw gembokan dulu', 'ga nyuruh jd presiden juga si', 'gak ada yg nyuruh juga lu jadi presiden gausa ngeluh semua orang juga kerja tupoksi nya masing masing']"
25,50,25_dibandingin_atau_dikomentari_donnie,"['dibandingin', 'atau', 'dikomentari', 'donnie', 'pengamatan', 'manteman', 'syahrir', 'kejauhan', 'barusan', 'silakan']","['gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman']"
26,50,26_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
27,48,27_pembenci_mohon_maaf_bagi,"['pembenci', 'mohon', 'maaf', 'bagi', 'para', 'presiden', '', '', '', '']","['mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden']"
28,47,28_emanglah_menghabisi_radarada_politisi,"['emanglah', 'menghabisi', 'radarada', 'politisi', 'koruptor', 'bukannya', 'nunggu', 'tempat', 'ngapain', 'seharusnya']","['bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua']"
29,46,29_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
30,46,30_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
31,46,31_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
32,45,32_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
33,45,33_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
34,45,34_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
