Topic,Count,Name,Representation,Representative_Docs
9,67,9_dubes_ri_miring_komentarnya,"['dubes', 'ri', 'miring', 'komentarnya', 'usulkan', 'membela', 'bersangkutan', 'melayani', 'pdhal', 'melindungi']","['sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri']"
10,67,10_suruh_siapa_jadi_tua,"['suruh', 'siapa', 'jadi', 'tua', 'lah', 'dukung', 'ngotot', 'presiden', 'lansia', 'lagian']","['lah siapa suruh jadi presiden', 'lah siapa suruh jadi presiden', 'suruh siapa jadi presiden']"
11,64,11_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
12,62,12_bapak_kasad_bekerjasama_tni,"['bapak', 'kasad', 'bekerjasama', 'tni', 'beserta', 'tertimpa', 'membahu', 'hormat', 'ad', 'bahu']","['atas perintah bapak presiden tni ad bergerak cepat dalam upaya penanganan serta pemulihan bagi saudara kita yg tertimpa bencana hormat dan bangga bapak kasad tni beserta seluruh jajaran yg bahu membahu dan bekerjasama', 'atas perintah bapak presiden tni ad bergerak cepat dalam upaya penanganan serta pemulihan bagi saudara kita yg tertimpa bencana hormat dan bangga bapak kasad tni beserta seluruh jajaran yg bahu membahu dan bekerjasama', 'atas perintah bapak presiden tni ad bergerak cepat dalam upaya penanganan serta pemulihan bagi saudara kita yg tertimpa bencana hormat dan bangga bapak kasad tni beserta seluruh jajaran yg bahu membahu dan bekerjasama']"
13,60,13_dg_jokowi_amsterdam_paris,"['dg', 'jokowi', 'amsterdam', 'paris', 'bersihkan', 'bertanya', 'diaspora', 'jawaban', 'sigit', 'orangorang']","['dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu', 'dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu', 'dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu']"
14,60,14_menlu_nya_gblk_belum,"['menlu', 'nya', 'gblk', 'belum', 'apa', 'menkeu', 'min', 'wajah', 'wo', 'org']","['menlu bisa apa', 'subhanallah apakah pak menlu sudah pulang kampung melihat situasi nya pak menlu dari gayo aceh', 'menlu nya bisa di aja gak']"
15,59,15_transportasi_pulihkan_bangkit_pasca,"['transportasi', 'pulihkan', 'bangkit', 'pasca', 'ekonomi', 'infrastruktur', 'pusat', 'akses', 'mobilitas', 'darurat']","['presiden prabowo bahas pemulihan akses darurat prioritas prabowo pulihkan infrastruktur demi mobilitas warga cepat pulih pemerintah pusat pastikan dukungan penuh agar ekonomi dan transportasi segera bangkit pasca bencana kita bangkit bersama', 'presiden prabowo fokus pada pemulihan akses transportasi prabowo pulihkan infrastruktur agar ekonomi warga bangkit pasca bencana', 'presiden prabowo memastikan dukungan penuh pemerintah pusat untuk akses transportasi darurat prabowo pulihkan infrastruktur demi ekonomi rakyat bangkit pasca bencana']"
16,58,16_emanglah_menghabisi_radarada_politisi,"['emanglah', 'menghabisi', 'radarada', 'politisi', 'koruptor', 'bukannya', 'nunggu', 'tempat', 'ngapain', 'seharusnya']","['bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua']"
17,58,17_dg_jokowi_amsterdam_paris,"['dg', 'jokowi', 'amsterdam', 'paris', 'bersihkan', 'bertanya', 'diaspora', 'jawaban', 'sigit', 'orangorang']","['dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu', 'dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu', 'dari diskusi dg diaspora di amsterdam dan paris semua bertanya ada apa dg presiden sehingga tdk berani bersihkan orangorang jokowi terutama kapolri jawaban saya hanya allah prabowo jokowi dan sigit yang tahu']"
18,58,18_dibandingin_atau_dikomentari_donnie,"['dibandingin', 'atau', 'dikomentari', 'donnie', 'pengamatan', 'syahrir', 'manteman', 'kejauhan', 'malik', 'adam']","['gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman']"
19,58,19_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
20,57,20_juga_lu_nyuruh_gak,"['juga', 'lu', 'nyuruh', 'gak', 'masing', 'kayak', 'tuh', 'sawit', 'ya', 'aja']","['mengadi negeri gimana lu gak teges pas ada ruu kuhp disahkan lu gak teges pas bencana dan lu juga yang punya lahan sawit dengan luas hektar dan lu presiden dan punya sawit jujur gw takut qrt gini bentar gw gembokan dulu', 'ga nyuruh jd presiden juga si', 'gak ada yg nyuruh juga lu jadi presiden gausa ngeluh semua orang juga kerja tupoksi nya masing masing']"
21,57,21_aja_jadi_kalo_ga,"['aja', 'jadi', 'kalo', 'ga', 'ganti', 'kan', 'ngomong', 'mah', 'nya', 'presiden']","['lagian suruh siapa udah tua tetep nyalonin presiden sampe kali lagi kalo ngeluh gausah jadi presiden lu wowo gemoy mending joget aja', 'kalo bapak gua jadi presiden jg bisa gua ini ngomong kek gini gausah jadi presiden dah masih idup aja udh syukur guaa', 'ih kenapa sih kalian kayak gt ke pak prabowo jangan jahat jahat jadi orang jadi presiden kan gak gampang jangan gitu ih kasian kontol kata gue emg pantes di kata katain kalo udah tua amp gak becus gak usah jadi presiden']"
22,55,22_kerja_yu_mulu_capek,"['kerja', 'yu', 'mulu', 'capek', 'dikitdikit', 'rodi', 'keras', 'cerdas', 'ya', 'kelompok']","['harus kerja ya', 'saatnya kerja kerja kerja', 'kerja']"
23,54,23_akalakalan_merangkap_dprd_jubir,"['akalakalan', 'merangkap', 'dprd', 'jubir', 'pilkada', 'lewat', 'menlu', 'ketus', 'tampang', 'tedy']","['menlu merangkap jubir akalakalan pilkada lewat dprd', 'menlu merangkap jubir akalakalan pilkada lewat dprd', 'menlu merangkap jubir akalakalan pilkada lewat dprd']"
24,53,24_sumatera_diplomasi_sugiono_kemlu,"['sumatera', 'diplomasi', 'sugiono', 'kemlu', 'kemenlu', 'bantuan', 'indonesia', 'asing', 'negeri', 'india']","['menteri luar negeri menlu sugiono secara resmi melepas ton bantuan kemanusiaan untuk korban bencana di tiga provinsi aceh sumatera utara dan sumatera barat dalam sebuah acara di kantor kemlu ri jakarta pada jumat siang bantuan yang dikumpulkan dari para', 'kemenkum dan kemenlu perkuat diplomasi terkait proposal indonesia di bidang royalti selengkapnya djki kekayaanintelektual kementerianhukum hakcipta layananhukummakinmudah setahunberdampak', 'kemenkum dan kemenlu perkuat diplomasi terkait proposal indonesia di bidang royalti selengkapnya djki kekayaanintelektual kementerianhukum hakcipta layananhukummakinmudah setahunberdampak']"
25,51,25_pembenci_mohon_maaf_bagi,"['pembenci', 'mohon', 'maaf', 'bagi', 'para', 'presiden', '', '', '', '']","['mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden', 'mohon maaf bagi para pembenci presiden']"
26,51,26_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
27,51,27_islam_dipukul_priuk_jamaah,"['islam', 'dipukul', 'priuk', 'jamaah', 'warsidi', 'lawannya', 'contohnya', 'orba', 'jaman', 'peristiwa']","['kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni', 'kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni', 'kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni']"
28,51,28_dibandingin_atau_dikomentari_donnie,"['dibandingin', 'atau', 'dikomentari', 'donnie', 'pengamatan', 'manteman', 'syahrir', 'kejauhan', 'barusan', 'silakan']","['gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman', 'gara invasi donnie ke venezuela jangan kejauhan dibandingin dengan syahrir atau agus salim atau adam malik deh coba dibandingin sama yg paling deket barusan retno marsudi silakan dikomentari kinerja menlu kita sesuai pengamatan manteman']"
29,50,29_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
30,48,30_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
31,48,31_pasca_pulihkan_bangkit_infrastruktur,"['pasca', 'pulihkan', 'bangkit', 'infrastruktur', 'darurat', 'akses', 'bencana', 'prabowo', 'mobilitas', 'masyarakat']","['langkah nyata presiden prabowo fokus pada akses darurat dan pemulihan mobilitas rakyat prabowo pulihkan infrastruktur membuka jalan bangkit pasca bencana', 'fokus pemulihan nasional presiden prabowo bahas percepatan akses darurat prabowo pulihkan infrastruktur demi mobilitas rakyat dan ekonomi bangkit pasca bencana', 'presiden prabowo mendorong pembangunan akses darurat prabowo pulihkan infrastruktur supaya warga bangkit pasca bencana']"
32,48,32_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
33,47,33_sekolah_rakyat_makin_lewat,"['sekolah', 'rakyat', 'makin', 'lewat', 'kesehatan', 'mbg', 'gratis', 'prabowo', 'skrining', 'buktiin']","['terimakasih presiden prabowo udah peduli masa depan bangsa lewat sekolah rakyat', 'presiden prabowo buktiin pendidikan bisa jadi kunci keluar dari kemiskinan lewat sekolah rakyat', 'presiden prabowo buktikan komitmen lewat sekolah rakyat rakyat makin percaya diri']"
34,47,34_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
35,45,35_emanglah_menghabisi_radarada_politisi,"['emanglah', 'menghabisi', 'radarada', 'politisi', 'koruptor', 'bukannya', 'nunggu', 'tempat', 'ngapain', 'seharusnya']","['bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua', 'bukannya dia udah di tempat yang seharusnya bisa menghabisi koruptor ngapain nunggu jadi presiden politisi emanglah radarada semua']"
36,45,36_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
